station_id,station,basin,river,admin_region,official_lng,official_lat,snap_lng,snap_lat,snap_source,station_type,important_section
687,甘孜（二）,长江,雅砻江,四川,99.966667,31.616667,99.966667,31.616667,official_coordinate,river,否
688,雅江（三）,长江,雅砻江,四川,101.016667,30.033333,101.016667,30.033333,official_coordinate,river,否
795,三川,长江,雍河-插江-东河,四川,106.008053,32.032439,106.008053,32.032439,official_coordinate,river,否
851,雾渡河,长江,雾渡河,湖北,111.2,31.116666,111.2,31.116666,official_coordinate,river,否
1139,大砻坊,长江,青弋江,安徽,118.387222,31.315639,118.387222,31.315639,official_coordinate,river,否
1136,泾县,长江,青弋江,安徽,118.399944,30.693806,118.399944,30.693806,official_coordinate,river,否
1137,西河镇,长江,青弋江,安徽,118.484333,30.948056,118.484333,30.948056,official_coordinate,river,否
1338,西河镇,长江,青弋江,安徽,118.48755,30.90507,118.48755,30.90507,official_coordinate,river,是
755,多营坪,长江,青衣江,四川,102.957222,29.994167,102.957222,29.994167,official_coordinate,river,否
1058,夹江,长江,青衣江,四川,103.542778,29.7525,103.542778,29.7525,official_coordinate,river,是
1107,鄱阳,长江,饶河,江西,116.6707,28.9829,116.6707,28.9829,official_coordinate,river,否
914,下司(二),长江,马尾河,贵州,107.8023,26.51783,107.8023,26.51783,official_coordinate,river,否
913,文峰塔,长江,马尾河,贵州,107.514167,26.256111,107.514167,26.256111,official_coordinate,river,否
1150,葛塘,长江,马汊河,江苏,118.7375,32.258,118.7375,32.258,official_coordinate,river,否
845,濯河坝,长江,马蹄河,贵州,108.081646,28.434243,108.081646,28.434243,official_coordinate,river,否
742,清水溪（二）,长江,马边河,四川,103.884167,29.153333,103.884167,29.153333,official_coordinate,river,否
741,马边,长江,马边河,四川,103.539887,28.832722,103.539887,28.832722,official_coordinate,river,否
685,仁里（二）,长江,马过河,云南,101.0064,26.4847,101.0064,26.4847,official_coordinate,river,否
839,禾丰,长江,鱼梁河,贵州,106.916056,26.939028,106.916056,26.939028,official_coordinate,river,否
690,道孚（三）,长江,鲜水河,四川,101.066667,31.033333,101.066667,31.033333,official_coordinate,river,否
696,会东桥,长江,鲹鱼河,四川,102.574243,26.637263,102.574243,26.637263,official_coordinate,river,否
1041,口子河,长江,鸭河,河南,112.65,33.416944,112.65,33.416944,official_coordinate,river,否
1013,县河口,长江,黄洋河,陕西,109.08,32.63,109.08,32.63,official_coordinate,river,否
1042,李青店,长江,黄鸭河,河南,112.412,33.5264,112.412,33.5264,official_coordinate,river,否
700,宁南,长江,黑水河,四川,102.720851,27.04043,102.720851,27.04043,official_coordinate,river,否
732,黑水,长江,黑水河,四川,103.006082,32.059633,103.006082,32.059633,official_coordinate,river,否
694,小黄瓜园,长江,龙川江,云南,101.86233,25.82925,101.86233,25.82925,official_coordinate,river,否
